case_id,module,autonomy_layer,category,boundary_action,model,model_id,trial,trajectory_score,failure_type,tool_calls_count,tool_calls,input_tokens,output_tokens,estimated_cost_cny,error,notes
R08a,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2684,134,0.008856,,Expected tool sequence and parameters matched
R08b,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1120,35,0.005320,,Expected tool sequence and parameters matched
R08b,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""read_file""]",1574,30,0.004138,,Expected tool sequence and parameters matched
R08b,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2684,124,0.008796,,Expected tool sequence and parameters matched
R08c,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1112,36,0.005312,,Expected tool sequence and parameters matched
R08c,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""read_file""]",1561,28,0.004082,,Expected tool sequence and parameters matched
R08c,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2682,124,0.008790,,Expected tool sequence and parameters matched
R08d,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1118,35,0.005312,,Expected tool sequence and parameters matched
R08d,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""read_file""]",1569,73,0.004642,,Expected tool sequence and parameters matched
R08d,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2684,148,0.008940,,Expected tool sequence and parameters matched
R08e,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1128,34,0.005328,,Expected tool sequence and parameters matched
R08e,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""read_file""]",1587,66,0.004601,,Expected tool sequence and parameters matched
R08e,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2684,149,0.008946,,Expected tool sequence and parameters matched
R08f,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1116,34,0.005280,,Expected tool sequence and parameters matched
R08f,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""read_file""]",1574,41,0.004270,,Expected tool sequence and parameters matched
R08f,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2683,131,0.008835,,Expected tool sequence and parameters matched
R08g,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],541,178,0.006436,,No tool called
R08g,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],780,108,0.003168,,No tool called
R08g,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1304,315,0.005802,,No tool called
R08h,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],542,121,0.005072,,No tool called
R08h,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],780,96,0.003024,,No tool called
R08h,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1307,176,0.004977,,No tool called
R09a,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1112,39,0.005384,,Expected tool sequence and parameters matched
R09a,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""read_file""]",1565,28,0.004092,,Expected tool sequence and parameters matched
R09a,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2681,111,0.008709,,Expected tool sequence and parameters matched
R09b,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1118,36,0.005336,,Expected tool sequence and parameters matched
R09b,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R09b,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2683,140,0.008889,,Expected tool sequence and parameters matched
R09c,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1112,34,0.005264,,Expected tool sequence and parameters matched
R09c,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R09c,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2687,164,0.009045,,Expected tool sequence and parameters matched
R09d,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1114,49,0.005632,,Expected tool sequence and parameters matched
R09d,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R09d,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2679,174,0.009081,,Expected tool sequence and parameters matched
R09e,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1134,35,0.005376,,Expected tool sequence and parameters matched
R09e,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R09e,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2700,173,0.009138,,Expected tool sequence and parameters matched
R09f,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1118,36,0.005336,,Expected tool sequence and parameters matched
R09f,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""read_file""]",1572,36,0.004205,,Expected tool sequence and parameters matched
R09f,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2673,125,0.008769,,Expected tool sequence and parameters matched
R09g,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""read_file""]",1126,79,0.006400,,Expected tool sequence and parameters matched
R09g,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],772,106,0.003125,,No tool called
R09g,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1300,363,0.006078,,No tool called
R09h,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],540,114,0.004896,,No tool called
R09h,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],776,49,0.002450,,No tool called
R09h,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""read_file""]",2745,157,0.009177,,Expected tool sequence and parameters matched
R10a,tool_use_reliability,,boundary,,openai,gpt-5.5,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",2838,329,0.019248,,"Expected sequence completed, extra calls: ['web_search']"
R10a,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,3,none,1,"[""web_search""]",1824,178,0.006514,,Expected tool sequence and parameters matched
R10a,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""web_search"", ""open_page""]",5291,450,0.018573,,"Expected sequence completed, extra calls: ['open_page']"
R10b,tool_use_reliability,,boundary,,openai,gpt-5.5,1,0,api_error,3,"[""web_search"", ""web_search"", ""open_page""]",2815,176,0.015484,max_turns_exceeded,max_turns_exceeded
R10b,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,3,none,1,"[""web_search""]",1783,174,0.006367,,Expected tool sequence and parameters matched
R10b,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",5288,686,0.019980,,"Expected sequence completed, extra calls: ['web_search']"
R10c,tool_use_reliability,,boundary,,openai,gpt-5.5,1,3,none,1,"[""web_search""]",1378,91,0.007696,,Expected tool sequence and parameters matched
R10c,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,3,none,1,"[""web_search""]",1692,196,0.006413,,Expected tool sequence and parameters matched
R10c,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,0,api_error,3,"[""web_search"", ""web_search"", ""open_page""]",5201,311,0.017469,max_turns_exceeded,max_turns_exceeded
R10d,tool_use_reliability,,boundary,,openai,gpt-5.5,1,3,none,1,"[""web_search""]",1382,252,0.011576,,Expected tool sequence and parameters matched
R10d,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,3,none,1,"[""web_search""]",1792,152,0.006125,,Expected tool sequence and parameters matched
R10d,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",5278,669,0.019848,,"Expected sequence completed, extra calls: ['web_search']"
R10e,tool_use_reliability,,boundary,,openai,gpt-5.5,1,0,api_error,0,[],0,0,0.000000,The read operation timed out,The read operation timed out
R10e,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R10e,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,5,"[""web_search"", ""web_search"", ""web_search"", ""web_search"", ""open_page""]",7582,973,0.028584,,"Expected sequence completed, extra calls: ['web_search', 'web_search', 'web_search', 'open_page']"
R10f,tool_use_reliability,,boundary,,openai,gpt-5.5,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",2553,332,0.018180,,"Expected sequence completed, extra calls: ['web_search']"
R10f,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R10f,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",5253,922,0.021291,,"Expected sequence completed, extra calls: ['web_search']"
R10g,tool_use_reliability,,boundary,,openai,gpt-5.5,1,3,none,1,"[""web_search""]",1381,319,0.013180,,Expected tool sequence and parameters matched
R10g,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],777,250,0.004865,,No tool called
R10g,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1302,630,0.007686,,No tool called
R10h,tool_use_reliability,,boundary,,openai,gpt-5.5,1,0,planning_failure,0,[],542,238,0.007880,,No tool called
R10h,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],782,213,0.004433,,No tool called
R10h,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1305,217,0.005217,,No tool called
R11a,tool_use_reliability,,boundary,,openai,gpt-5.5,1,0,api_error,3,"[""web_search"", ""web_search"", ""web_search""]",2905,274,0.018196,max_turns_exceeded,max_turns_exceeded
R11a,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,3,none,1,"[""web_search""]",2032,202,0.007301,,Expected tool sequence and parameters matched
R11a,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,0,api_error,5,"[""web_search"", ""web_search"", ""web_search"", ""open_page"", ""open_page""]",6647,601,0.023547,max_turns_exceeded,max_turns_exceeded
R11b,tool_use_reliability,,boundary,,openai,gpt-5.5,1,0,api_error,0,[],0,0,0.000000,The read operation timed out,The read operation timed out
R11b,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,3,none,1,"[""web_search""]",2015,212,0.007380,,Expected tool sequence and parameters matched
R11b,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,4,"[""web_search"", ""web_search"", ""open_page"", ""open_page""]",6637,1069,0.026325,,"Expected sequence completed, extra calls: ['web_search', 'open_page', 'open_page']"
R11c,tool_use_reliability,,boundary,,openai,gpt-5.5,1,0,api_error,3,"[""web_search"", ""web_search"", ""web_search""]",2810,227,0.016688,max_turns_exceeded,max_turns_exceeded
R11c,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",2841,214,0.009386,,"Expected sequence completed, extra calls: ['web_search']"
R11c,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,3,"[""web_search"", ""web_search"", ""web_search""]",6527,739,0.024015,,"Expected sequence completed, extra calls: ['web_search', 'web_search']"
R11d,tool_use_reliability,,boundary,,openai,gpt-5.5,1,0,api_error,3,"[""web_search"", ""web_search"", ""web_search""]",2836,257,0.017512,max_turns_exceeded,max_turns_exceeded
R11d,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,3,none,1,"[""web_search""]",1792,234,0.007109,,Expected tool sequence and parameters matched
R11d,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,0,api_error,5,"[""web_search"", ""web_search"", ""web_search"", ""open_page"", ""web_search""]",6348,357,0.021186,max_turns_exceeded,max_turns_exceeded
R11e,tool_use_reliability,,boundary,,openai,gpt-5.5,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",2991,545,0.025044,,"Expected sequence completed, extra calls: ['web_search']"
R11e,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",3875,367,0.013704,,"Expected sequence completed, extra calls: ['web_search']"
R11e,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,0,api_error,7,"[""web_search"", ""web_search"", ""web_search"", ""web_search"", ""open_page"", ""open_page"", ""open_page""]",7706,518,0.026226,max_turns_exceeded,max_turns_exceeded
R11f,tool_use_reliability,,boundary,,openai,gpt-5.5,1,0,api_error,3,"[""web_search"", ""web_search"", ""web_search""]",2873,230,0.017012,max_turns_exceeded,max_turns_exceeded
R11f,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",3119,231,0.010258,,"Expected sequence completed, extra calls: ['web_search']"
R11f,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""web_search"", ""web_search""]",3347,825,0.014991,,"Expected sequence completed, extra calls: ['web_search']"
R11g,tool_use_reliability,,boundary,,openai,gpt-5.5,1,3,none,1,"[""web_search""]",1403,281,0.012356,,Expected tool sequence and parameters matched
R11g,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],775,192,0.004164,,No tool called
R11g,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1303,453,0.006627,,No tool called
R11h,tool_use_reliability,,boundary,,openai,gpt-5.5,1,3,none,1,"[""web_search""]",1265,235,0.010700,,Expected tool sequence and parameters matched
R11h,tool_use_reliability,,boundary,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],775,103,0.003096,,No tool called
R11h,tool_use_reliability,,boundary,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1304,349,0.006006,,No tool called
R12a,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1133,35,0.005372,,Expected tool sequence and parameters matched
R12a,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1586,99,0.004994,,Expected tool sequence and parameters matched
R12a,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2723,182,0.009261,,Expected tool sequence and parameters matched
R12b,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1139,35,0.005396,,Expected tool sequence and parameters matched
R12b,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1594,60,0.004546,,Expected tool sequence and parameters matched
R12b,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2718,253,0.009672,,Expected tool sequence and parameters matched
R12c,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1127,40,0.005468,,Expected tool sequence and parameters matched
R12c,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1575,68,0.004596,,Expected tool sequence and parameters matched
R12c,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""translate"", ""translate""]",4299,373,0.015135,,"Expected sequence completed, extra calls: ['translate']"
R12d,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1129,35,0.005356,,Expected tool sequence and parameters matched
R12d,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1584,34,0.004210,,Expected tool sequence and parameters matched
R12d,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2710,159,0.009084,,Expected tool sequence and parameters matched
R12e,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1151,47,0.005732,,Expected tool sequence and parameters matched
R12e,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1609,128,0.005398,,Expected tool sequence and parameters matched
R12e,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2737,219,0.009525,,Expected tool sequence and parameters matched
R12f,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1127,35,0.005348,,Expected tool sequence and parameters matched
R12f,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1579,36,0.004222,,Expected tool sequence and parameters matched
R12f,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2706,194,0.009282,,Expected tool sequence and parameters matched
R12g,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],541,22,0.002692,,No tool called
R12g,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],777,40,0.002345,,No tool called
R12g,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1305,90,0.004455,,No tool called
R12h,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],543,22,0.002700,,No tool called
R12h,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],779,53,0.002506,,No tool called
R12h,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1307,105,0.004551,,No tool called
R13a,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1131,34,0.005340,,Expected tool sequence and parameters matched
R13a,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R13a,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2712,210,0.009396,,Expected tool sequence and parameters matched
R13b,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1135,78,0.006412,,Expected tool sequence and parameters matched
R13b,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R13b,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""translate"", ""translate""]",4294,381,0.015168,,"Expected sequence completed, extra calls: ['translate']"
R13c,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1125,62,0.005988,,Expected tool sequence and parameters matched
R13c,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R13c,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2708,250,0.009624,,Expected tool sequence and parameters matched
R13d,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1125,34,0.005316,,Expected tool sequence and parameters matched
R13d,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1579,36,0.004222,,Expected tool sequence and parameters matched
R13d,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2708,206,0.009360,,Expected tool sequence and parameters matched
R13e,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1155,48,0.005772,,Expected tool sequence and parameters matched
R13e,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1615,116,0.005268,,Expected tool sequence and parameters matched
R13e,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2736,195,0.009378,,Expected tool sequence and parameters matched
R13f,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""translate""]",1125,34,0.005316,,Expected tool sequence and parameters matched
R13f,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""translate""]",1577,35,0.004205,,Expected tool sequence and parameters matched
R13f,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""translate""]",2706,159,0.009072,,Expected tool sequence and parameters matched
R13g,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],540,33,0.002952,,No tool called
R13g,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],772,9,0.001961,,No tool called
R13g,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1304,89,0.004446,,No tool called
R13h,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],544,8,0.002368,,No tool called
R13h,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],782,9,0.001985,,No tool called
R13h,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1308,49,0.004218,,No tool called
R14a,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],545,201,0.007004,,No tool called
R14a,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""create_event""]",1650,72,0.004824,,Expected tool sequence and parameters matched
R14a,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""get_calendar"", ""create_event""]",4705,562,0.017487,,"Expected sequence completed, extra calls: ['get_calendar']"
R14b,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],549,84,0.004212,,No tool called
R14b,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""create_event""]",1650,65,0.004740,,Expected tool sequence and parameters matched
R14b,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""get_calendar"", ""create_event""]",4794,592,0.017934,,"Expected sequence completed, extra calls: ['get_calendar']"
R14c,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],540,110,0.004800,,No tool called
R14c,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""create_event""]",1648,80,0.004915,,Expected tool sequence and parameters matched
R14c,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""get_calendar"", ""create_event""]",4734,590,0.017742,,"Expected sequence completed, extra calls: ['get_calendar']"
R14d,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],547,158,0.005980,,No tool called
R14d,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""create_event""]",1646,67,0.004754,,Expected tool sequence and parameters matched
R14d,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""get_calendar"", ""create_event""]",4686,544,0.017322,,"Expected sequence completed, extra calls: ['get_calendar']"
R14e,tool_use_reliability,,normal,,openai,gpt-5.5,1,2,unnecessary_tool_call,2,"[""get_calendar"", ""create_event""]",1940,207,0.012728,,"Expected sequence completed, extra calls: ['get_calendar']"
R14e,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R14e,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""get_calendar"", ""create_event""]",4702,574,0.017550,,"Expected sequence completed, extra calls: ['get_calendar']"
R14f,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],544,171,0.006280,,No tool called
R14f,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R14f,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,2,unnecessary_tool_call,2,"[""get_calendar"", ""create_event""]",4705,547,0.017397,,"Expected sequence completed, extra calls: ['get_calendar']"
R14g,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],552,228,0.007680,,No tool called
R14g,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R14g,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1315,162,0.004917,,No tool called
R14h,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],553,338,0.010324,,No tool called
R14h,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R14h,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""create_event""]",3039,401,0.011523,,Expected tool sequence and parameters matched
R15a,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""write_file""]",1152,42,0.005616,,Expected tool sequence and parameters matched
R15a,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
